"","name1","name2","name3","name4","name5","name6","value"
"64","LoungeResource","Lounges","Lounge","Names","Name","@LanguageCode4","en"
"65","LoungeResource","Lounges","Lounge","Names","Name","@LanguageCode5","en"
"66","LoungeResource","Lounges","Lounge","Names","Name","@LanguageCode6","en"
"67","LoungeResource","Lounges","Lounge","Names","Name","@LanguageCode7","en"
"68","LoungeResource","Lounges","Lounge","Names","Name","@LanguageCode8","en"
"69","LoungeResource","Lounges","Lounge","Names","Name","@LanguageCode9","en"
"70","LoungeResource","Lounges","Lounge","Names","Name","@LanguageCode10","en"
"71","LoungeResource","Lounges","Lounge","Names","Name","@LanguageCode11","en"
"72","LoungeResource","Lounges","Lounge","Names","Name","@LanguageCode12","en"
"73","LoungeResource","Lounges","Lounge","Names","Name","@LanguageCode13","en"
"74","LoungeResource","Lounges","Lounge","Names","Name","@LanguageCode14","en"
"75","LoungeResource","Lounges","Lounge","Names","Name","@LanguageCode15","en"
"76","LoungeResource","Lounges","Lounge","Names","Name","$1","Lufthansa Business Class Lounge"
"77","LoungeResource","Lounges","Lounge","Names","Name","$2","Lufthansa Business Class Lounge"
"78","LoungeResource","Lounges","Lounge","Names","Name","$3","Lufthansa Business Class Lounge"
"79","LoungeResource","Lounges","Lounge","Names","Name","$4","Lufthansa Senator Lounge"
"80","LoungeResource","Lounges","Lounge","Names","Name","$5","Lufthansa First Class Lounge"
"81","LoungeResource","Lounges","Lounge","Names","Name","$6","Lufthansa Senator Lounge"
"82","LoungeResource","Lounges","Lounge","Names","Name","$7","Lufthansa Business Class Lounge"
"83","LoungeResource","Lounges","Lounge","Names","Name","$8","Lufthansa First Class Lounge"
"84","LoungeResource","Lounges","Lounge","Names","Name","$9","Lufthansa First Class Terminal"
"85","LoungeResource","Lounges","Lounge","Names","Name","$10","Lufthansa Senator Lounge"
"86","LoungeResource","Lounges","Lounge","Names","Name","$11","Lufthansa Business Class Lounge"
"87","LoungeResource","Lounges","Lounge","Names","Name","$12","Lufthansa Business Class Lounge"
"88","LoungeResource","Lounges","Lounge","Names","Name","$13","Lufthansa Welcome Lounge"
"89","LoungeResource","Lounges","Lounge","Names","Name","$14","Lufthansa Senator Lounge"
"90","LoungeResource","Lounges","Lounge","Names","Name","$15","Lufthansa Business Class Lounge"
"91","LoungeResource","Lounges","Lounge","AirportCode1",NA,NA,"FRA"
"92","LoungeResource","Lounges","Lounge","AirportCode2",NA,NA,"FRA"
"93","LoungeResource","Lounges","Lounge","AirportCode3",NA,NA,"FRA"
"94","LoungeResource","Lounges","Lounge","AirportCode4",NA,NA,"FRA"
"95","LoungeResource","Lounges","Lounge","AirportCode5",NA,NA,"FRA"
"96","LoungeResource","Lounges","Lounge","AirportCode6",NA,NA,"FRA"
"97","LoungeResource","Lounges","Lounge","AirportCode7",NA,NA,"FRA"
"98","LoungeResource","Lounges","Lounge","AirportCode8",NA,NA,"FRA"
"99","LoungeResource","Lounges","Lounge","AirportCode9",NA,NA,"FRA"
"100","LoungeResource","Lounges","Lounge","AirportCode10",NA,NA,"FRA"
"101","LoungeResource","Lounges","Lounge","AirportCode11",NA,NA,"FRA"
"102","LoungeResource","Lounges","Lounge","AirportCode12",NA,NA,"FRA"
"103","LoungeResource","Lounges","Lounge","AirportCode13",NA,NA,"FRA"
"104","LoungeResource","Lounges","Lounge","AirportCode14",NA,NA,"FRA"
"105","LoungeResource","Lounges","Lounge","AirportCode15",NA,NA,"FRA"
"106","LoungeResource","Lounges","Lounge","CityCode1",NA,NA,"FRA"
"107","LoungeResource","Lounges","Lounge","CityCode2",NA,NA,"FRA"
"108","LoungeResource","Lounges","Lounge","CityCode3",NA,NA,"FRA"
"109","LoungeResource","Lounges","Lounge","CityCode4",NA,NA,"FRA"
"110","LoungeResource","Lounges","Lounge","CityCode5",NA,NA,"FRA"
"111","LoungeResource","Lounges","Lounge","CityCode6",NA,NA,"FRA"
"112","LoungeResource","Lounges","Lounge","CityCode7",NA,NA,"FRA"
"113","LoungeResource","Lounges","Lounge","CityCode8",NA,NA,"FRA"
"114","LoungeResource","Lounges","Lounge","CityCode9",NA,NA,"FRA"
"115","LoungeResource","Lounges","Lounge","CityCode10",NA,NA,"FRA"
"116","LoungeResource","Lounges","Lounge","CityCode11",NA,NA,"FRA"
"117","LoungeResource","Lounges","Lounge","CityCode12",NA,NA,"FRA"
"118","LoungeResource","Lounges","Lounge","CityCode13",NA,NA,"FRA"
"119","LoungeResource","Lounges","Lounge","CityCode14",NA,NA,"FRA"
"120","LoungeResource","Lounges","Lounge","CityCode15",NA,NA,"FRA"
"121","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"122","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"123","LoungeResource","Lounges","Lounge","Locations","Location","$1","Terminal 1, Abflugbereich B44 (Non-Schengen), in der Nähe der Gates B44-B48. Lounge bietet eine „JetFriends“-Kinderlounge"
"124","LoungeResource","Lounges","Lounge","Locations","Location","$2","Business Lounge B44 - Terminal 1, departure area B (Non-Schengen), near gates B44-B48. Lounge offers a “Jet Friends�? lounge for children"
"125","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"126","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"127","LoungeResource","Lounges","Lounge","Locations","Location","$1","Terminal 1, Abflugbereich Z50, Ebene 3 (Non-Schengen), gegenüber vom Duty Free Shop, in Richtung Gate Z50"
"128","LoungeResource","Lounges","Lounge","Locations","Location","$2","Business Lounge Z50 - Terminal 1, departure area Z, level 3 (Non-Schengen), opposite to Duty Free Shop in direction of gate Z50"
"129","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"130","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"131","LoungeResource","Lounges","Lounge","Locations","Location","$1","Business Lounge A13 - Terminal 1, Abflugbereich A (Schengen), gegenüber vom Duty Free Shop, in der Nähe von Gate A13"
"132","LoungeResource","Lounges","Lounge","Locations","Location","$2","Business Lounge A13 - Terminal 1, departure area A (Schengen), opposite to Duty Free Shop. Next to gate A13"
"133","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"134","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"135","LoungeResource","Lounges","Lounge","Locations","Location","$1","Terminal 1, Abflugbereich Z50 (Non-Schengen), gegenüber vom Duty Free Shop, in Richtung Gate Z50"
"136","LoungeResource","Lounges","Lounge","Locations","Location","$2","Senator Lounge Z50 - Terminal 1, departure area Z (Non-Schengen), opposite to Duty Free Shop in direction of gate Z50"
"137","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"138","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"139","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode3","es"
"140","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode4","fr"
"141","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode5","it"
"142","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode6","ja"
"143","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode7","ka"
"144","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode8","ko"
"145","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode9","pl"
"146","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode10","pt"
"147","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode11","ru"
"148","LoungeResource","Lounges","Lounge","Locations","Location","$1","Terminal 1, Abflugbereich B22 (Non-Schengen). Zugang neben Gate B22"
"149","LoungeResource","Lounges","Lounge","Locations","Location","$2","First Class Lounge B22 - Terminal 1, departure area B (Non-Schengen), next to gate B22"
"150","LoungeResource","Lounges","Lounge","Locations","Location","$3","Nueva Lufthansa First Class Lounge: Terminal B, Nivel 3, junto a la puerta de embarque B22"
"151","LoungeResource","Lounges","Lounge","Locations","Location","$4","Nouveau Lufthansa First Class Lounge : Terminal B, niveau 3, porte B22"
"152","LoungeResource","Lounges","Lounge","Locations","Location","$5","Nuova First Class Lounge Lufthansa: Terminal B, livello 3, accanto al gate B22"
"153","LoungeResource","Lounges","Lounge","Locations","Location","$6","ルフト�?ンザ�?�新ファーストクラスラウンジ：ターミナルBレベル3ゲートB22横"
"154","LoungeResource","Lounges","Lounge","Locations","Location","$7","新的德國漢莎航空頭等貴賓候機室：�?於B22閘�?�3樓B機場大樓"
"155","LoungeResource","Lounges","Lounge","Locations","Location","$8","새로운 루프트한�? �?�스트 �?�래스 �?�운지: 터미�? B, 3층, B22 탑승구�? 위치"
"156","LoungeResource","Lounges","Lounge","Locations","Location","$9","Nowa Poczekalnia Lufthansy dla pasażerów Pierwszej Klasy: Terminal B, Poziom 3, przy stanowisku  odlotów Gate B22"
"157","LoungeResource","Lounges","Lounge","Locations","Location","$10","A nova First Class Lounge da Lufthansa: Terminal B, Nível 3, junto à Porta de Embarque B22"
"158","LoungeResource","Lounges","Lounge","Locations","Location","$11","�?овый зал ожидани�? дл�? па�?�?ажиров Первого кла�?�?а авиакомпании Lufthansa: Терминал B, Уровень 3, Выход B22"
"159","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"160","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"161","LoungeResource","Lounges","Lounge","Locations","Location","$1","Terminal 1, Abflugbereich B43 (Non-Schengen). Zugang neben Gate B43"
"162","LoungeResource","Lounges","Lounge","Locations","Location","$2","Senator Lounge B43. Terminal 1, departure area B (Non-Schengen), next to Gate B43"
"163","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"164","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"165","LoungeResource","Lounges","Lounge","Locations","Location","$1","Terminal 1, Abflugbereich B24 (Non-Schengen), in der Nähe der Gates B24-B28"
"166","LoungeResource","Lounges","Lounge","Locations","Location","$2","Business Lounge B24 - Terminal 1, departure area B (Non-Schengen), near gates B24-B28"
"167","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"168","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"169","LoungeResource","Lounges","Lounge","Locations","Location","$1","Terminal 1, Abflugbereich A13 (Schengen), gegenüber vom Duty Free Shop, in der Nähe von Gate A13"
"170","LoungeResource","Lounges","Lounge","Locations","Location","$2","First Class Lounge A13 - Terminal 1, departure area A (Schengen), opposite to Duty Free Shop, next to gate A13"
"171","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"172","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"173","LoungeResource","Lounges","Lounge","Locations","Location","$1","Mit dem Auto kommend folgen Sie der Beschilderung zur Abflug-Ebene des Terminal 1. Vor dem Terminal 1 biegen Sie rechts ab zum First Class Terminal."
"174","LoungeResource","Lounges","Lounge","Locations","Location","$2","First Class Terminal. Arriving by car follow the signs to the departure level of Terminal 1. Before you reach Terminal 1 turn right towards the First Class Terminal."
"175","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"176","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"177","LoungeResource","Lounges","Lounge","Locations","Location","$1","Terminal 1, Abflugbereich C (Non-Schengen). Zugang bei den Gates C14/C15. Lounge bietet direkten Zugang ins Flugzeug für die Gates C14, C15 und C16 ohne die Lounge zu verlassen."
"178","LoungeResource","Lounges","Lounge","Locations","Location","$2","Senator Lounge C. Terminal 1, departure area C (Non-Schengen), near gates C14/C15. Lounge offers direct boarding access to the planes at gates C14, C15 and C16 without leaving the lounge."
"179","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"180","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"181","LoungeResource","Lounges","Lounge","Locations","Location","$1","Terminal 1, Abflugbereich C (Non-Schengen). Zugang in der Nähe der Gates C14/C15. Lounge bietet direkten Zugang ins Flugzeug für die Gates C14 und C15 ohne die Lounge zu verlassen."
"182","LoungeResource","Lounges","Lounge","Locations","Location","$2","Priority Gate C14-C15. Terminal 1, departure area C (Non-Schengen), near gates C14/C15. Lounge offers direct boarding access to the planes at gate C14 and C15 without leaving the lounge."
"183","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"184","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"185","LoungeResource","Lounges","Lounge","Locations","Location","$1","Terminal 1, Abflugbereich C (Non-Schengen). Zugang beim Gate C16. Lounge bietet direkten Zugang ins Flugzeug für das Gates C16 ohne die Lounge zu verlassen."
"186","LoungeResource","Lounges","Lounge","Locations","Location","$2","Priority Gate C16. Terminal 1, departure area C (Non-Schengen), near gates C16. Lounge offers direct boarding access to the planes at gate C16 without leaving the lounge."
"187","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"188","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"189","LoungeResource","Lounges","Lounge","Locations","Location","$1","Ankunftslounge. Terminal 1, Bereich B, Ankunftsebene, direkt hinter der Gepäckausgabe (öffentlicher Bereich)"
"190","LoungeResource","Lounges","Lounge","Locations","Location","$2","Lufthansa Welcome Lounge (Arrival Lounge) - Terminal 1, arrival area B. Located immediately behind the baggage claim area (public area)."
"191","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"192","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"193","LoungeResource","Lounges","Lounge","Locations","Location","$1","Terminal 1, Abflugbereich A50 (Schengen), gegenüber vom Duty Free Shop, in Richtung Gate A50"
"194","LoungeResource","Lounges","Lounge","Locations","Location","$2","Senator Lounge A50 - Terminal 1, departure area A (Schengen), opposite to Duty Free Shop in direction of gate A50"
"195","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode1","de"
"196","LoungeResource","Lounges","Lounge","Locations","Location","@LanguageCode2","en"
"197","LoungeResource","Lounges","Lounge","Locations","Location","$1","Business Lounge A26 - Terminal 1, Abflugbereich A (Schengen), bei Gate A26 eine Ebene nach oben"
"198","LoungeResource","Lounges","Lounge","Locations","Location","$2","Business Lounge A26 - Terminal 1, departure area A (Schengen), one level up at gate A26"
"199","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"200","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"201","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:00 - 22:00 Uhr"
"202","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:00 am - 10:00 pm"
"203","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"204","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"205","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:00 - 22:00 Uhr"
"206","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:00 am - 10:00 pm"
"207","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"208","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"209","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:00 - 22:00 Uhr"
"210","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:00 am - 10:00 pm"
"211","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"212","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"213","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:00 - 22:00 Uhr"
"214","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:00 am - 10:00 pm"
"215","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"216","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"217","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode3","es"
"218","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode4","fr"
"219","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode5","it"
"220","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode6","ja"
"221","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode7","ka"
"222","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode8","ko"
"223","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode9","pl"
"224","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode10","pt"
"225","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode11","ru"
"226","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:15 - 22:00 Uhr"
"227","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:15 am - 10:00 pm"
"228","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$3","07:00-22:30"
"229","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$4","07:00-22:30"
"230","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$5","07:00-22:30"
"231","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$6","07:00-22:30"
"232","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$7","07:00-22:30"
"233","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$8","07:00-22:30"
"234","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$9","07:00-22:30"
"235","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$10","07:00-22:30"
"236","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$11","07:00-22:30"
"237","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"238","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"239","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:00 - 22:00 Uhr"
"240","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:00 am - 10:00 pm"
"241","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"242","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"243","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:00 - 22:00 Uhr"
"244","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:00 am - 10:00 pm"
"245","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"246","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"247","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:15 - 22:00 Uhr"
"248","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:15 am - 10:00 pm"
"249","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"250","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"251","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:30 - 22:00 Uhr"
"252","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:30 am - 10:00 pm"
"253","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"254","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"255","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","06:30 - 22:00 Uhr"
"256","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","6:30 am - 10:00 pm"
"257","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"258","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"259","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","06:30 - 22:00 Uhr"
"260","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","6:30 am - 10:00 pm"
"261","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"262","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"263","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","06:30 - 22:00 Uhr"
"264","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","6:30 am - 10:00 pm"
"265","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"266","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"267","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:00 - 13:00 Uhr (letzter Einlass um 12:30 Uhr)<br><b>*** Nur für ankommende Lufthansa Passagiere</b><br><I>*** Zugang nur mit Interkont Bordkarte (Flug-Nr. LH 401 - LH 799) oder aus ALG, BEY, CMN, GOJ, KUF, TUN</I>"
"268","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:00 am - 1:00 pm (last admission at 12:30 pm)<br><b>*** for arriving Lufthansa passengers only</b><br><I>*** Access only with intercontinental boarding pass (Flight No. LH 401 - LH 799) or arrivals from ALG, BEY, CMN, GOJ, KUF, TUN</I>"
"269","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"270","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"271","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:00 - 22:00 Uhr"
"272","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:00 am - 10:00 pm"
"273","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode1","de"
"274","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","@LanguageCode2","en"
"275","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$1","05:00 - 22:00 Uhr"
"276","LoungeResource","Lounges","Lounge","OpeningHours","OpeningHours","$2","5:00 am - 10:00 pm"
"277","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge1",NA,"TRUE"
"278","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge2",NA,"TRUE"
"279","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge3",NA,"TRUE"
"280","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge4",NA,"TRUE"
"281","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge5",NA,"FALSE"
"282","LoungeResource","Lounges","Lounge","Features","NonSmokingLounge6",NA,"TRUE"
